Id_bien;No_voie;BTQ;Type _voie;Voie;Total_ pieces ;Surface_local;Surface Carrez;Type_local;Id_codedep_codecommune
383;116;;RUE;DE L AUTOMNE;2;47;47,17;Appartement;74_311
384;7;;RUE;NOTRE DAME DE NAZARETH;2;26;27,37;Appartement;75_103
385;67;;RUE;DE BRETAGNE;1;11;26,43;Appartement;75_103
386;22;;RUE;DU TEMPLE;2;27;34,6;Appartement;75_104
387;9;;RUE;LARREY;1;26;27,01;Appartement;75_105
388;1;;RUE;HUYSMANS;1;29;29,5;Appartement;75_106
389;62;;RUE;SAINT PLACIDE;5;109;110,09;Appartement;75_106
390;66;;RUE;DE RENNES;5;163;165,15;Appartement;75_106
391;45;;RUE;BONAPARTE;3;79;78,83;Appartement;75_106
392;27;;RUE;DES SAINTS PERES;2;52;48,96;Appartement;75_106
393;139;;RUE;DU FBG SAINT DENIS;2;29;36,47;Appartement;75_110
394;32;;RUE;DES PETITS HOTELS;2;50;49,6;Appartement;75_110
395;25;;PAS;DUBAIL;3;71;69,08;Appartement;75_110
396;13;;BD;DE LA VILLETTE;3;48;50,78;Appartement;75_110
397;6;;RUE;DE NEMOURS;1;23;18,21;Appartement;75_111
398;15;;BD;RICHARD LENOIR;5;135;130,65;Appartement;75_111
399;4;;RUE;MAILLARD;3;53;53,8;Appartement;75_111
400;4;;RUE;MAILLARD;2;32;31,48;Appartement;75_111
401;9;;RUE;DES BOULETS;2;23;26,98;Appartement;75_111
402;11;;AV;DU BEL AIR;3;57;64,38;Appartement;75_112
403;16;;RUE;LACUEE;2;50;48,65;Appartement;75_112
404;120;;RUE;DU MOULIN DES PRES;2;51;47,03;Appartement;75_113
405;45;;RUE;BOULARD;3;31;52,28;Appartement;75_114
406;41;;RUE;JONQUOY;4;75;77,97;Appartement;75_114
407;12;;RUE;JONQUOY;3;50;54,56;Appartement;75_114
408;10;;RUE;FIRMIN GILLOT;1;12;10,8;Appartement;75_115
409;37;;RUE;FONDARY;3;62;55,63;Appartement;75_115
410;36;;AV;GEORGES MANDEL;8;357;360,95;Appartement;75_116
411;15;;RUE;DUFRENOY;1;27;30,02;Appartement;75_116
412;11;;RUE;DE L ARC DE TRIOMPHE;2;55;50,22;Appartement;75_117
413;132;;RUE;DE TOCQUEVILLE;1;14;28,35;Appartement;75_117
414;32;;RUE;LEGENDRE;3;50;48,88;Appartement;75_117
415;17;;RUE;DE CHEROY;7;135;131,25;Appartement;75_117
416;7;;RUE;NOLLET;3;42;39,34;Appartement;75_117
417;3;;RUE;BRIDAINE;1;22;22,84;Appartement;75_117
418;98;;RUE;NOLLET;4;80;83,25;Appartement;75_117
419;75;;RUE;DOUDEAUVILLE;1;11;13,15;Appartement;75_118
420;37;;RUE;DE LA PLAINE;2;48;46,01;Appartement;75_120
421;2;;SQ;BRUSSEAU;2;52;39,6;Appartement;77_061
422;24;;RUE;GRANDE;2;46;45,45;Appartement;77_079
423;1;;RUE;DE BOURGOGNE;3;60;60,7;Appartement;77_118
424;3;;PL;PAUL EMILE VICTOR;3;55;55,2;Appartement;77_284
425;120;;ALL;DE PLEIN CIEL;5;100;100,8;Appartement;77_285
426;41;;BD;DE L ALMONT;1;25;25,45;Appartement;77_288
427;38;;RUE;DE LA CHARBONNIERE;1;40;40,35;Appartement;77_307
428;5929;B;CITE;DES GUETTES;4;99;99,42;Appartement;77_419
429;17;;RUE;DE LA MARNE;5;107;118,56;Maison;77_450
430;4;;;RES LA FONTAINE SAINT MARC;3;67;66,42;Appartement;77_487
431;2;;QUAI;DE L AMIRAL MOUCHEZ;3;75;75,16;Appartement;78_146
432;1;;AV;MONTAIGNE;3;54;56,83;Appartement;78_165
433;57;;AV;DE SAINT GERMAIN;1;25;27,01;Appartement;78_358
434;57;;AV;DE SAINT GERMAIN;5;112;111;Appartement;78_358
435;26;;ALL;CLAUDE MONET;2;53;52,53;Appartement;78_372
436;22;;RUE;DU GEN DE GAULLE;4;65;55,03;Appartement;78_382
437;2;;AV;P MARTIN LUTHER KING;5;91;88,78;Appartement;78_481
438;6;;AV;JEAN JAURES;1;20;17,78;Appartement;78_586
439;3;;RUE;REMONT;5;110;98,99;Maison;78_646
440;23;;RUE;SAINT GERMAIN;1;20;19,97;Appartement;80_021
441;77;;RUE;DE MAYOCQ;4;85;87,02;Maison;80_228
442;30;;RUE;DE LA COMEDIE;2;52;48,4;Appartement;82_121
443;183;;BD;DE PIERREPLANE;1;26;25,29;Appartement;83_009
444;22;;AV;DU PORT;3;70;68,46;Appartement;83_112
445;184;;AV;DU CARMEL;3;51;57,68;Appartement;83_137
446;57;;RUE;DU DOC PACCARD;3;79;63,17;Appartement;84_031
447;27;;BD;DE L'OCEAN;3;52;52,9;Appartement;85_164
448;22;;RUE;PIERRE LEROUX;2;44;44,4;Appartement;87_085
449;636;;;CITE DU DOCTEUR BARRIERE;3;56;65,74;Appartement;87_161
450;10;;RUE;MARIE MARVINGT;3;64;61,74;Appartement;88_160
451;15;;RUE;DES AULNES;3;49;70,19;Appartement;88_181
452;4;D;RUE;CAROLINE RIER;3;66;66,05;Appartement;91_086
453;2;;RUE;DES FRANCS BOURGEOIS;5;89;89,43;Maison;91_156
454;38;;BD;DE FONTAINEBLEAU;3;69;71,64;Appartement;91_174
455;69;;AV;DES FAUVETTES;5;109;107,15;Maison;91_326
456;34;;AV;FRANCOIS MOLE;4;96;87,01;Appartement;92_002
457;49;;AV;D ARGENTEUIL;3;53;52,9;Appartement;92_004
458;81;;RUE;DU BAC;3;60;63,2;Appartement;92_004
459;97;;RUE;DU CHATEAU;5;75;122,8;Maison;92_004
460;21;;AV;DE LA REDOUTE;2;52;53,39;Appartement;92_004
461;10;;RUE;GEORGES GUYNEMER;1;27;25,5;Appartement;92_004
462;221;;AV;D ARGENTEUIL;2;22;27,73;Appartement;92_009
463;35;;RUE;RASPAIL;3;50;56,21;Appartement;92_009
464;867;;CRS;AQUITAINE;4;93;96,33;Appartement;92_012
465;56;;BD;DE LA REPUBLIQUE;2;50;49,42;Appartement;92_012
466;2;;RUE;DE L ANCIENNE MAIRIE;2;50;51,34;Appartement;92_012
467;35;;BD;D AUTEUIL;5;148;149,71;Appartement;92_012
468;10;;AV;ANATOLE FRANCE;2;44;44,5;Appartement;92_024
469;3;;RUE;DES ROSES;1;20;23,95;Appartement;92_032
470;13;;RUE;VILLEBOIS MAREUIL;3;75;76,07;Maison;92_036
471;12;;RUE;DES ACACIAS;3;55;70;Maison;92_040
472;136;;RUE;ARISTIDE BRIAND;3;65;66,05;Appartement;92_044
473;5;;RUE;BARBES;4;84;85,07;Appartement;92_044
474;15;;RUE;BANES;3;59;58,94;Appartement;92_048
475;17;T;RUE;SADI CARNOT;3;45;30,52;Appartement;92_050
476;20;;RUE;DE ZILINA;3;68;71,62;Appartement;92_050
477;7;;ALL;D ORLEANS;3;40;48,65;Appartement;92_051
478;11;;RUE;DU GAL H BERTIER;4;130;122,79;Appartement;92_051
479;119;;AV;EDOUARD HERRIOT;3;67;68,51;Appartement;92_060
480;8;;RUE;LUCIEN VOILIN;1;22;23,28;Appartement;92_062
481;115;;RUE;ESTIENNE D ORVES;1;22;22,51;Appartement;92_063
482;9;;RUE;CROIX BOSSET;2;53;53,68;Appartement;92_072
483;101;;RUE;DES CHENES;4;87;88,9;Maison;92_073
484;23;;AV;DE LA REPUBLIQUE;4;60;64,41;Appartement;93_006
485;98;;AV;PASTEUR;1;21;21,28;Appartement;93_045
486;71;;RUE;DE ROMAINVILLE;3;48;49,28;Appartement;93_045
487;137;B;RUE;DE PARIS;3;48;64,41;Appartement;93_048
488;13;;RUE;DES ORMES;4;83;82,56;Appartement;93_048
489;4;;ALL;PAUL LANGEVIN;4;73;73,6;Appartement;93_072
490;8;;ALL;JOHANNES KEPLER;5;93;93,49;Appartement;93_073
491;20;;RUE;FELIX EBOUE;4;75;72,52;Maison;94_002
492;49;;RUE;MARCEL BOURDARIAS;3;57;59,69;Appartement;94_002
493;9002;;RES;L ANGEVINE 2;4;84;85,22;Appartement;94_004
494;197;;RUE;DE PARIS;2;34;34,92;Appartement;94_018
495;25;;RUE;JULES VALLES;1;31;49,45;Maison;94_022
496;1;;RUE;MARIN LA MESLEE;4;82;81,95;Appartement;94_028
497;18;;AV;JEAN JAURES;3;68;68,12;Appartement;94_037
498;8;;RUE;EMILE BLIN;1;25;20,5;Appartement;94_041
499;5;;RUE;GEORGES POMPIDOU;1;28;26,72;Appartement;94_043
500;9001;;;RES VERDUN LECLERC;2;39;41,7;Appartement;94_044
501;13;;PL;LOUIS ARAGON;3;63;63,77;Appartement;94_044
502;7;;RUE;DU MARECHAL VAILLANT;3;52;44,04;Appartement;94_052
503;49;;RUE;PAUL BERT;1;28;28,5;Appartement;94_052
504;39;;AV;DE BRETAGNE;5;81;94,35;Maison;94_060
505;4;;RUE;RENARD;4;77;77,15;Appartement;94_060
506;26;;RUE;JEAN JAURES;4;72;72,75;Appartement;94_060
507;13;;AV;DES ARTS;9;300;304,8;Maison;94_068
508;7;;RUE;ELSA TRIOLET;4;86;82,21;Maison;94_074
509;25;;RUE;DE CROSNE;2;39;40,04;Appartement;94_078
510;33;;RUE;DE MONTREUIL;4;82;77,41;Appartement;94_080
511;16;;AV;DU GAL DE GAULLE;5;150;146,82;Appartement;94_080
512;;;RUE;PARMENTIER;3;45;41,75;Appartement;95_039
513;27;;RUE;ALBERT MEUNIER;3;61;56,91;Appartement;95_199
514;3;;ALL;CHARLES PEGUY;3;70;69,31;Appartement;95_219
515;1;;AV;FOCH;4;94;80,28;Appartement;95_306
516;;;;DERRIERE LES TOURNELLES;4;78;77,7;Maison;95_527
517;39;;RUE;BUFFON;4;91;108,65;Appartement;01_033
518;151;;RTE;DE BELLEVILLE;3;90;86,8;Appartement;01_258
519;8;;RUE;DE GENEVE;2;52;52,58;Appartement;01_354
520;22;;RUE;DE LA FRATERNITE;1;38;34,9;Appartement;03_190
521;10;;RUE;SAINT ANTOINE;2;23;22,47;Appartement;06_004
522;4;;AV;CAMILLE BLANC;2;47;47,42;Appartement;06_012
523;4;;RUE;DE STALINGRAD;1;67;66,12;Appartement;06_029
524;59;;AV;DU MARECHAL JUIN;2;70;67,99;Appartement;06_029
525;12;;BD;DE LA REPUBLIQUE;3;62;59,74;Appartement;06_033
526;124;;PROM;VAL DU CAREI;2;46;46,66;Appartement;06_083
527;1;;AV;DE VERDUN;2;42;42,84;Appartement;06_083
528;5277;;;LE VILLAGE;1;25;22,71;Appartement;06_092
529;85;;RTE;DE VALS;3;62;59,05;Appartement;07_019
530;9004;;CITE;DE LA SOUBEYRANNE;5;86;85,93;Appartement;07_042
531;9004;;CITE;DE LA SOUBEYRANNE;4;71;69,46;Appartement;07_042
532;5638;;RES;HAMEAU LES FALAISES;2;29;28,52;Appartement;07_304
533;3;;RUE;JEAN JAURES;1;48;27,76;Appartement;11_262
534;159;;RES;HORIZON;2;22;21,51;Appartement;11_266
535;27;;AV;MARECHAL FOCH;2;35;50,43;Appartement;13_022
536;9012;;MAIL;LE MAIL;3;65;64,3;Appartement;13_119
537;57;;RUE;ADOLPHE THIERS;3;54;53,66;Appartement;13_201
538;44;;RUE;CURIOL;1;24;20,37;Appartement;13_201
539;46;;RUE;CHEVALIER PAUL;1;35;35,27;Appartement;13_202
540;13;;RUE;BERANGER;3;53;55,7;Appartement;13_204
541;77;;RUE;PAUTRIER;0;27;33,46;Appartement;13_204
542;16;;RUE;ROBERT;2;21;22,8;Appartement;13_207
543;89;;RUE;SAINT SEBASTIEN;1;51;51,43;Appartement;13_208
544;30;;RUE;DES MOUSSES;1;20;20,45;Appartement;13_208
545;14;;RUE;NEGRESKO;1;18;17,1;Appartement;13_208
546;9001;;CITE;LE CORBUSIER;4;96;103,14;Appartement;13_208
547;34;E;RUE;NICOLE ZEMMOUR;3;68;68,81;Appartement;13_209
548;296;;BD;ROMAIN ROLLAND;5;77;76,15;Appartement;13_209
549;25;;BD;BONIFAY;2;50;48,14;Appartement;13_210
550;46;;RUE;SAINTE BAUME;1;30;27,3;Appartement;13_210
551;49;;TSSE;DES BONNETS;4;68;67,2;Appartement;13_213
552;6412;;VC;RES LES MARINES;2;36;36,23;Appartement;14_754
553;48;;AV;EMILE ZOLA;1;25;27;Appartement;19_031
554;87;;RUE;DE GOUEDIC;2;35;36,08;Appartement;22_278
555;20;B;RUE;DE L ABREUVOIR;1;32;32;Appartement;25_265
556;15;;PAS;DU PALOMA;4;80;66,81;Appartement;26_058
557;28;;AV;DUCHESNE;4;75;73,65;Appartement;26_281
558;1;;RUE;DE LA LIBERATION;2;43;40,43;Appartement;27_299
559;6;;RUE;DES ECUYERS;2;34;32,2;Appartement;28_085
560;4;;RUE;CHAUVEAU LAGARDE;3;65;65,63;Appartement;28_085
561;106;;AV;DU GENERAL LECLERC;3;58;58,87;Appartement;28_134
562;14;;RUE;DE L ASPIC;2;43;42,47;Appartement;30_189
563;175;;CHE;DE LA DOUCE DAME;5;104;104,56;Maison;31_066
564;72;B;AV;SALVADOR ALLENDE;3;80;78,83;Appartement;31_113
565;2;;RUE;DES LOIS;3;85;68,06;Appartement;31_555
566;10;;RUE;MONTESQUIEU;2;42;42;Maison;33_051
567;16;;RUE;JULIE;2;47;51,43;Appartement;33_063
568;46;;RES;LE HAMEAU PIERRE FABRE;3;60;58,22;Appartement;33_081
569;20;;RUE;HIPPOLYTE GOURDON;4;80;86,01;Maison;33_249
570;100;;AV;DE LA LIBERATION;3;60;59,74;Appartement;33_281
571;232;;RUE;DE SUZON;1;22;21,55;Appartement;33_522
572;9001;;RES;SARCIGNAN;3;52;52,66;Appartement;33_550
573;86;;AV;D INGRIL;2;31;36,69;Appartement;34_108
574;19;;RUE;ARAGO;2;44;44,09;Appartement;34_301
575;17;;BD;JOLIOT CURIE;1;21;22,13;Appartement;34_301
576;25;;RUE;GALPIN THIOU;2;53;51,26;Appartement;37_261
577;22;;CHE;JESUS;0;19;18;Appartement;38_185
578;77;B;CRS;JEAN JAURES;3;68;73,12;Appartement;38_185
579;5383;;;LA VILLE;2;35;35,6;Appartement;38_186
580;4;;CHE;DE L HERMITAGE;4;141;132,05;Appartement;38_229
581;25;;ALL;DE LA DENT DE CROLLES;3;75;74,5;Appartement;38_249
582;220;;ALL;DE PRE MAYEN;2;42;42,06;Appartement;38_249
583;315;;RUE;DU CLOS CAPPERONY;2;23;23,57;Appartement;39_470
584;93;;AV;CHARLES DE GAULLE;1;24;23,53;Appartement;40_133
585;220;;CHE;DE LAREIGNE;2;42;42;Appartement;40_281
586;30;;RUE;ANDRE BOUILLAR;4;89;88,35;Appartement;40_312
587;5;;RUE;OLIVIER DE SERRES;3;74;74,57;Appartement;42_218
588;3;;RUE;DE TERRENOIRE;2;48;47,9;Appartement;42_218
589;8;;RUE;MARCEAU;4;67;69,11;Appartement;44_109
590;38;;BD;OCEANIDES;1;24;24,04;Appartement;44_132
591;1;;RUE;DE L ARDECHE;5;94;103,79;Appartement;44_162
592;6;;RUE;JEAN PAUL SARTRE;3;60;61,06;Appartement;44_162
593;2;;RUE;DES PERVENCHES;4;69;69,81;Appartement;45_075
594;4;T;RUE;DUTHUARD;3;110;140;Appartement;45_258
595;11;;RUE;LOUIS GAIN;3;76;77,18;Appartement;49_007
596;48;;RUE;ST NICOLAS;4;77;82,6;Appartement;49_007
597;9;;AV;DE LA RICHARDIERE;2;50;53,6;Appartement;49_099
598;7;;MAIL;CLAUDE DEBUSSY;3;56;57;Appartement;49_347
599;43;;RUE;CHARLIER;3;75;74,15;Appartement;51_454
600;8;;RUE;RUE BERTRAND DE VOGUE;4;95;92,5;Appartement;51_454
601;11;;RUE;LUCRECE MERCIER;3;65;67,77;Appartement;53_062
602;10;;PL;DE L EGLISE;3;52;52,26;Appartement;53_073
603;3;B;RUE;DU COLOMBIER;3;57;58,27;Appartement;59_220
604;108;;RUE;SAINT ANDRE;5;134;133,89;Appartement;59_350
605;37;;RUE;JULES FERRY;1;33;32,69;Appartement;59_410
606;16;;RUE;D ALSACE;1;32;21,92;Appartement;60_057
607;150;;BD;DE LA MER;4;70;71,74;Appartement;62_604
608;;;RES;LES MARMOTTES;2;31;30,62;Appartement;66_004
609;34;;RTE;DE BORDEAUX;3;64;64,3;Appartement;69_078
610;2;;AV;RAYMOND DE VEYSSIERES;6;102;102,76;Appartement;69_081
611;15;;RUE;REY LORAS;2;52;53,05;Appartement;69_143
612;27;;RUE;DU PERRON;2;37;38,12;Appartement;69_149
613;26;;RUE;DIDEROT;2;46;46,65;Appartement;69_149
614;13;;RUE;BAUDIN;3;71;72;Appartement;69_149
615;30;;RUE;PALAIS GRILLET;1;31;29,02;Appartement;69_382
616;19;;QUAI;ROMAIN ROLLAND;3;139;143,12;Appartement;69_385
617;5168;;;IMM LE GRAND PIC;1;21;17,94;Appartement;73_235
618;5215;A;;TIGNY;2;39;42,3;Appartement;73_306
619;143;;IMP;DES VIGNES;2;46;46,28;Appartement;74_019
620;166;;AV;DE COURMAYEUR;2;37;33,66;Appartement;74_056
621;70;;BD;SAINT MICHEL;4;90;85,61;Appartement;75_106
622;34;;RUE;CLER;3;48;50,04;Appartement;75_107
623;10;;RUE;DE GRANGE BATELIERE;2;35;39,86;Appartement;75_109
624;41;;BD;DE LA VILLETTE;1;37;31,65;Appartement;75_110
625;59;;RUE;DE LA FONTAINE AU ROI;3;50;62,72;Appartement;75_111
626;79;;RUE;BRILLAT SAVARIN;2;32;30,81;Appartement;75_113
627;12;;BD;EXELMANS;1;41;40,8;Appartement;75_116
628;57;;RUE;PIXERECOURT;3;85;55,23;Appartement;75_120
629;8;;RUE;PARC DE L'EPINETTE;4;71;71,59;Appartement;77_053
630;15;;RUE;DU PRESBYTERE;3;60;60,22;Appartement;77_259
631;6;B;AV;DE WAILLY;1;23;23,62;Appartement;78_190
632;20;;RUE;DE DREUX;4;75;79,74;Appartement;78_362
633;39;;BD;THIERS;6;156;156,5;Maison;78_401
634;5;;RUE;DES JARDINS;2;90;84,28;Appartement;83_009
635;254;;AV;DE LA MER;1;15;15,86;Appartement;83_019
636;325;;RTE;DE LA BENOITE;3;64;87,49;Appartement;83_034
637;59;;AV;GABRIEL PERI;2;38;35,55;Appartement;83_062
638;11;;CHE;DU MARTINET;4;118;121,99;Appartement;83_069
639;8;;RUE;PIERRE BROSSOLETTE;3;61;56,15;Appartement;83_130
640;9001;;RES;ST MARC;4;84;81,5;Appartement;83_137
641;216;;RUE;LANGERON;2;50;97,04;Appartement;83_137
642;65;;BD;DES ACACIAS;3;69;65,4;Appartement;83_137
643;58;;RUE;DE LA XAVEE;4;74;73,78;Appartement;88_225
644;3;;RUE;DE BRASSE;2;34;34,48;Appartement;90_010
645;8;;RUE;DES ANEMONES;3;59;63,54;Appartement;91_201
646;1;B;RUE;PAUL FORT;1;29;25,35;Appartement;91_425
647;101;;RUE;DU CHATEAU;1;24;19,5;Appartement;92_004
648;91;;RUE;DU CHATEAU;3;63;61,23;Appartement;92_012
649;77;;RUE;MARTRE;1;17;16,98;Appartement;92_024
650;9;;AV;PUVIS DE CHAVANNES;3;59;59,72;Appartement;92_026
651;9;;RUE;DE LA MUTUALITE;2;34;33,58;Appartement;92_026
652;6;;AV;DE MONTCHANIN;3;54;53,1;Appartement;93_007
653;45;;RUE;DES NOYERS;3;67;67;Appartement;93_063
654;53;;AV;DE STALINGRAD;3;50;52,05;Appartement;94_033
655;17;;BD;MAURICE BERTEAUX;2;35;46,6;Appartement;94_068
656;16;B;AV;ALBERT 1ER;3;41;41,64;Appartement;94_068
657;149;;RUE;DU MARECHAL LECLERC;2;28;35,76;Appartement;94_069
658;6;;RUE;DE LA PAIX;2;37;36,15;Appartement;94_080
659;3;;RUE;GALANDE;2;36;37,23;Appartement;95_277
660;9;;RUE;DES CARRIERES;4;98;115,26;Appartement;95_428
661;58;;AV;DU MONT BLANC;6;130;130,8;Appartement;01_143
662;2;;RUE;DU RECULET;2;60;58,71;Appartement;01_354
663;2;;RUE;DES MURIERS;3;77;76,16;Appartement;06_027
664;5;;RUE;DU CANADA;4;96;83,21;Appartement;06_029
665;54;;RUE;VICTOR HUGO;1;25;29,07;Appartement;06_030
666;116;;BD;SADI CARNOT;4;105;90,45;Appartement;06_030
667;640;;CHE;DES CAILLADES;5;120;103,92;Appartement;06_044
668;29;;AV;VILLERMONT;3;36;69;Appartement;06_088
669;4;;AV;CYRNOS;3;62;47,5;Appartement;06_088
670;127;;PROM;DES ANGLAIS;1;42;52,8;Appartement;06_088
671;65;;AV;DE   VALBERG;3;75;63,15;Appartement;06_094
672;562;;CHE;DES RASCAS;3;65;66,02;Appartement;06_123
673;190;;RTE;DE CANNES;3;33;35,76;Appartement;06_155
674;280;;AV;DE LA BERMONE;1;27;26,71;Appartement;06_161
675;27;;RUE;PIERRE BROSSOLETTE;2;39;35,63;Appartement;10_362
676;4;;RUE;CHARBONNET;2;33;32,34;Appartement;10_387
677;9;;;LA PINEDE;2;36;37,12;Appartement;11_144
678;1;;RES;LA VOILE D'OC;3;45;32,53;Appartement;11_170
679;71;;RES;HAMEAU DES PECHEURS;2;30;24,61;Maison;11_202
680;12;;RUE;DU LUXEMBOURG;4;109;111,96;Appartement;11_262
681;10;;QUAI;VICTOR HUGO;1;34;34,34;Appartement;11_262
682;3;;RUE;DE SERIGNAN;2;44;33,08;Appartement;11_379
683;5000;;AV;ERNEST SUBILIA;2;28;28,34;Appartement;13_028
684;14;;PL;AUX HUILES;2;40;38,54;Appartement;13_201
685;6;;RUE;GUINTRAND;1;21;20,2;Appartement;13_202
686;29;;RUE;MARECHAL FAYOLLE;2;30;29,86;Appartement;13_204
687;23;;RUE;D ISLY;1;30;27,65;Appartement;13_205
688;30;;RUE;DES MOUSSES;2;50;50,32;Appartement;13_208
689;14;;RUE;NEGRESKO;3;69;69,32;Appartement;13_208
690;116;;BD;MIREILLE LAUZE;3;68;68,45;Appartement;13_210
691;147;;AV;DE LA TIMONE;3;70;68,89;Appartement;13_210
692;36;;AV;DE SAINT BARNABE;4;65;65,72;Appartement;13_212
693;2;;IMP;DU CHALET;2;106;125,85;Appartement;13_215
694;54;;RUE;G LE CONQUERANT;2;39;41,07;Appartement;14_715
695;14;;BD;DE LA LIBERTE;1;30;30,84;Appartement;18_279
696;9;;RUE;DU VERCORS;3;53;53,11;Appartement;29_019
697;38;;AV;DES GLENAN;5;81;84,69;Appartement;29_232
698;6572;;;ILE CAVALLO;4;89;87,16;Appartement;2A_041
699;5163;;;TIUCCIA;2;38;37,78;Appartement;2A_070
700;5;;RUE;D AUVERGNE;3;47;45,23;Appartement;30_034
701;2;;AV;LE CENTURION;2;27;26,4;Appartement;30_133
702;24;;AV;REGNAULD;1;31;31,12;Appartement;33_009
703;6;;AV;DU PARC;3;64;52;Appartement;33_009
704;26;;RUE;BONGRAND;1;39;18,52;Appartement;33_063
705;267;;RUE;TRUCHON;2;46;47,34;Appartement;33_080
706;14;;RUE;ANDRE MALRAUX;4;81;103,36;Maison;33_096
707;18;;ALL;DES GRIVES;3;66;66,02;Maison;33_167
708;3;;RUE;SIMONE VEIL;2;44;43,69;Appartement;33_312
709;9001;;RES;FORTUNIO;3;63;62,84;Appartement;33_522
710;11;;CLOS;DE VIC;3;35;29,6;Maison;34_333
711;19;;RUE;JOSEPH PANAGET;3;62;62,91;Appartement;35_032
712;4;;RUE;FRANCIS POULENC;3;58;57,03;Appartement;37_122
713;52;;RUE;DE STALINGRAD;4;87;88,21;Appartement;38_185
714;13;;RUE;ANTOINE POLOTTI;4;83;83,63;Appartement;38_421
715;9;;RUE;ANNE FRANK;2;47;47,67;Appartement;38_421
716;54;;RUE;PEYCHAN;4;81;70,21;Appartement;40_046
717;4;;PL;PORTE CAMPET;4;120;94;Appartement;40_192
718;154;;ALL;DU REGAIN;3;63;60,65;Appartement;40_326
719;6;;RUE;DU CHATEAU GAILLARD;3;52;51,17;Appartement;44_069
720;3;B;RUE;DES PATURES;1;35;29,94;Appartement;44_074
721;57;;RUE;DES SANSONNETS;2;45;45,95;Maison;44_201
722;227;;RUE;DE L ARDOUX;1;24;23,84;Appartement;45_232
723;123;;AV;SAINT MICHEL;4;109;116,72;Maison;45_232
724;11;;RUE;DES TROIS MARIES;4;83;16,24;Appartement;45_234
725;21;;RUE;DE LA BUTTE;3;86;73,01;Maison;45_285
726;16;;RUE;GARNIER;1;29;28,65;Appartement;49_007
727;2;;AV;JEAN LURCAT;3;70;69,08;Appartement;49_015
728;30;;RUE;DU GENERAL COMPERE;1;26;25,53;Appartement;51_108
729;13;;RUE;ARISTIDE BRIAND;2;39;38,35;Appartement;51_573
730;3;;PL;SAINT REMY;4;157;47,6;Appartement;54_329
731;13;;RUE;JOSEPH MARIETTE;2;32;36,13;Appartement;56_083
732;25;;RUE;DE QUEHELLO;2;39;39,56;Appartement;56_107
733;14;;RUE;RAYMOND QUERO;3;62;61,47;Appartement;56_121
734;1;;ALL;DE LA FRANGE;3;78;76,09;Appartement;59_009
735;14;;RUE;SALVADOR ALLENDE;3;67;65,48;Appartement;59_271
736;48;;RUE;DU PROGRES;4;68;68,77;Appartement;59_367
737;22;;RUE;DE LA REPUBLIQUE;4;69;60,09;Appartement;60_157
738;136;;RUE;PELEE PROLONGEE;3;63;36,96;Appartement;60_509
739;57;;AV;DE L'ORANGERIE;3;58;58,5;Appartement;60_684
740;3;;RUE;DU BLOC;1;25;22,98;Appartement;62_041
741;12;;RUE;DES PINS;2;72;57,07;Appartement;64_260
742;24;;PL;JEAN JAURES;2;45;29,94;Appartement;69_096
743;15;;RUE;DUBREUIL;3;83;83,05;Appartement;69_243
744;92;;RUE;DE LA GARE;5;102;100,55;Appartement;69_278
745;13;;RUE;DUGAS MONTBEL;2;25;32,43;Appartement;69_382
746;9;;PAS;PANAMA;1;29;27,5;Appartement;69_382
747;39;;RUE;DENFERT ROCHEREAU;5;123;119,31;Appartement;69_384
748;55;;BD;DES CANUTS;2;42;43,01;Appartement;69_384
749;64;;RUE;COMMANDANT CHARCOT;1;24;24,8;Appartement;69_385
750;27;;BD;EMILE ZOLA;1;17;16,58;Appartement;72_181
751;6018;;;BALCONS DE VAL THO CHAL 6;4;62;63,8;Appartement;73_257
752;396;;RTE;DE SALLANCHES;2;61;63,12;Appartement;74_083
753;2;;RUE;DE LA PRAIRIE;2;45;45,83;Appartement;74_264
754;54;;RUE;DE CLERY;2;22;18,96;Appartement;75_102
755;9;;RUE;DE LA CORDERIE;1;40;39,18;Appartement;75_103
756;79;;RUE;DES ARCHIVES;1;21;22,61;Appartement;75_103
757;3;;RUE;DU PERCHE;1;40;43,71;Appartement;75_103
758;24;;RUE;SAINT MARTIN;4;62;62,24;Appartement;75_104
759;34;;RUE;DU FER A MOULIN;2;44;41;Appartement;75_105
760;62;;RUE;MONSIEUR LE PRINCE;3;60;81,15;Appartement;75_106
761;8;;RUE;JOSEPH BARA;5;117;117,1;Appartement;75_106
762;9;;RUE;DE FLEURUS;3;81;78,74;Appartement;75_106
763;150;;RUE;DE RENNES;3;55;52,84;Appartement;75_106
764;9;;RUE;AMELIE;1;15;15,88;Appartement;75_107
765;26;;RUE;GODOT DE MAUROY;3;51;63,45;Appartement;75_109
766;32;;RUE;BUISSON ST LOUIS;3;51;42,01;Appartement;75_110
767;51;B;AV;DE LA REPUBLIQUE;4;69;69,34;Appartement;75_111
768;38;;BD;BEAUMARCHAIS;4;50;49,84;Appartement;75_111
769;10;;RUE;VERONESE;2;25;29,68;Appartement;75_113
770;28;;RUE;DELAMBRE;2;38;84,8;Appartement;75_114
771;9;;RUE;D ODESSA;3;43;43,16;Appartement;75_114
772;57;;RUE;DU MOULIN VERT;3;43;41,66;Appartement;75_114
773;76;B;RUE;DES PLANTES;1;26;25,11;Appartement;75_114
